 Viswasam likes aa pathu payainthu vainthavainga yar yar like pothathu.....,Positive ,1
 1:36 *thaa enna look-u daa saami  That bgm lit,Positive ,1
 Guyzz 1m likes vara varaikum vitraadheenga...,Positive ,1
 Padaiyatchi nu sonna mattum ungalukku jaathi veri nagi reddi settiyar mudaliar nu sonna adhu jaathi veri illaya,unknown_state ,2
 Velraj sir thalaivana masss a kamchirukaru vera level u,Positive ,1
 U1 kaga paakuradha illa sk kaaga verukuradhane therila but mithran + u1 kaaga kandipa paakanum,Mixed_feelings ,2
 Iam vijay fan kerala and iam waiting super star's petta,Positive ,1
 Oh my god .. it's rajini for you,Mixed_feelings ,2
 0:52 thala looka apdiyae vechurkaru pa.  Without audio la paata thalaikum ivrukkum vityasam teriyathu,Positive ,1
 Dai yaaru da antha 36k? apadi enna da enga thala mela ungaluku Gaandu?!,Positive ,1
 Love u thalaivaaaaaaa avangala aarani Anastasia's Alabama and Anastasia's,Mixed_feelings ,2
 Iam sk fan aanaa trailer semma,Positive ,1
 Wow padam tharu mara iruka poguthu  This pongal petta diwali,Positive ,1
 Sema mass marana mass tha i love rajini,Positive ,1
 800k likes varavareku nanu thungamatte nenaikiravage like podunge,Positive ,1
 Damn..im a proud. Chiyaan vikram fan..,Positive ,1
 Enna panna porom sweet sapda porom....,Positive ,1
 entha kannada naiyai ennum tamilnattil erunthu anupalaiya?,Negative ,0
 Vaa thalaiva via diwali mass ur movie bikil  out,Positive ,1
 Veralevel performer Dhanush sir,Positive ,1
 No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala,Positive ,1
 Super akshay sir i love u sir,Positive ,1
 Looks like he will SET SCREEN ON FIRE,Positive ,1
 Ninga vena yenkuda classah passah suthla aana yen massu yennanu teriyathulla,unknown_state ,2
 It's pink with ajith Kumar ka chutiyapa,Positive ,1
 Rmba sandhosama irukku. Thala ipdi suspense movie la nadichadhu.and rlz kaga waiting.,Positive ,1
 Villaina mass aa kattallayea.  So sad.  Villain mass aa iruntha thaa movie mass aa irukkum,Positive ,1
 Trailer vera level athana Da....aamai kunjugala,Positive ,1
" Yenda, padathoda ottumoththa kadhaiyayum idhudhan nu potu kaatra mariya da trailer pannuveenga.",Mixed_feelings ,2
 Nambakita kadu iruntha vangikuvanunga kasu iruntha puduingikuvanunga padipa Mattum pudungavey mudiyathu chidambaram,Positive ,1
 1:20 to 2:29 marana massssss,Positive ,1
 Thalapathy 64 villan ku Oru like podu,unknown_state ,2
 No.1 trending....yellarum idha thana ketutu irundhinga,Positive ,1
 Dhanush fans hit like here.....,Positive ,1
" E,,adicha copy da,,,ithu ellam avan seyal movie",Negative ,0
 Like so much Thala from AP PawanKalyan Anna fans,Positive ,1
" Yellaam super, but nawazudin voice mattum nalla illa.",Mixed_feelings ,2
 Wow. I love you Thalaivaaaaaa.,Positive ,1
 Thala..... Kola waiting eppo yaa release panna poringa,Positive ,1
 Vaalum theivam ajith Kumar Manitha kadavul ajith Kumar Sokka thangam ajith Kumar En uyirai kaakum ajith Kumar Ulaga uthaman ajith Kumar...,Positive ,1
" Ethukku ethellam..! Vvs,rajini murugan mari comedy movie pathuttu...! Entha movie pakka mudiuma.....?",Mixed_feelings ,2
 Comment box pakka vantha like podunga,Positive ,1
 Thalaivar varuvaru sure aa adippaaru,Mixed_feelings ,2
 Who else are here after Sarkar movie?,Mixed_feelings ,2
 Dialogues ah illama mass scenes la pesirukalaam,Positive ,1
 Pongal namalukku super collection ma !,Positive ,1
 Ennada pittalatama irruku views 51k but likes 99k va,Mixed_feelings ,2
 Thalaivaaaa..! ippa Enna panna porom?? Sweet sapda porom...!,Positive ,1
 I am thalapathi fan...but thalapathi ku apram karthi Anna va than pidikum..intha Diwali enaku double treat....,unknown_state ,2
 Yuvan bgm kola mass thalaiva marana waiting for #valimai,Positive ,1
 Thalaivar ku ennum vaisae agala Sema,Positive ,1
 Kaithi blockbuster movie  Bigil Abhi tak hit bhi nhi huvi,Positive ,1
" Ippa enna panna poram sweet sapada porom ,,,super awesome",Positive ,1
 Thala  U1  Yuvan Shankar Raja  Mass....,Positive ,1
 Shakthiman fans kill the like button,Positive ,1
 1:53 Ant-Man ah pottu Hope pottu polakra adhe smack,Mixed_feelings ,2
 Screen Presence la ungala adichukka vera evanum illa Thala,Mixed_feelings ,2
 Vera level movie & vasool NKP,Positive ,1
 Vera level acting thalaivar Mass's pakka mass sry petta masssss SSS,Mixed_feelings ,2
 Sahoo 12 million nkp innu 9 million tha 🤣🤣🤣,Positive ,1
 Senseless movie ..  just video game..,Mixed_feelings ,2
 Thala fans saarbaaga motion poster vendum adhe,Positive ,1
 Rajinikanth sir is my favorite Hero says ARR,Negative ,0
 Kadaram Kondan vs Saaho.... I'm waiting....,Negative ,0
 0.35 & 0.55 sec   wowwwww,Positive ,1
 Last dialogue suit for all fans,Positive ,1
 Thala fans hit like me....,Positive ,1
 Edho sadhi nadakudhu pa inum trending la varala,Negative ,0
 Kalaila enthirucha udane thala ah paaka vathavanga oru like ah podunga,Positive ,1
 Shankar sir next film vijay and katrina kaif and perya herova villain ah pana veinga,Mixed_feelings ,2
 Dai bahubali 1 & 2.    Kelambu kelambu.,Mixed_feelings ,2
 PINK Bollywood  But Like Ajit kumar,Positive ,1
 Comedy ya erukku ithukku billa pandi ok,Negative ,0
 Vs anna semma.......🤗epavum pola neega vera level.........,Positive ,1
 Kk chiyan vikram in kadaram kondan best wishes,Positive ,1
 1:34 Enna paarva da idhu goosebumps guaranteed,Positive ,1
 Marana marana marana.. Sirapana tharamaana padam ...🤗🤗🤗🤗,Positive ,1
 Thala look sema mass nu soldravanga mattum oru like podunga,Positive ,1
 Vanthathu vanthuteenga thala fans ellarum like potutu ponga,Positive ,1
 enada pandey news ah vittutu cinema la nadikuran,Positive ,1
 Ena da bgm ithu yuvannnnnnnnnn rocksssssss,Positive ,1
 1st like Vijay Fanss Hit Likes,Positive ,1
 Ex police cop become a prisoner.,Mixed_feelings ,2
 Trailer late ah parthu miss pannavanga.... Ippo happy ah,Positive ,1
 Nazawuddin Siddiqui in pettai  tharamana mudivu,Positive ,1
 Oru pakkam bigil. Bigil anil kunjugalin alaparaikal,Negative ,0
 Super  yaru nu keta chinna kulandhai um solum....... Maestro of Style,Positive ,1
 Dhanush Indha padathula ethana pera vetunarunu yarachum therinja solunga....,Positive ,1
 Vijay sethupathi fans hit like here,Positive ,1
 Aiyo enaku ipave thalaya padathula pakanumnu eruku,Positive ,1
 THALAAAA  & U1 again ROCK,Positive ,1
 Petta telugu la illea ? missing in tollywood,Positive ,1
" Story match kaakapoinaa, Konni Konni shots Sukumar Rangasthalam laaga ne undhi choodataniki",unknown_state ,2
 Telugu  Thala fan's hit likes,Positive ,1
 Ennada 10M views ku 5th day laye ivlo mukkudhu nu solra bot anil p*** pasangala... No bots no Visay,Negative ,0
 akshay kumar as shiva kumar,Positive ,1
 Siripu vantha oru like podunga,Mixed_feelings ,2
 Teaser la iruntha yedho onnu trailer la missing! Aana ithuvum nalla than irukku,Negative ,0
 🤣🤣🤣Maran waiting la panavendam poi saavunga Ajith fans,Positive ,1
 Dhanush fans sarbaga padam vetri adiya valthukal,Positive ,1
 Sweet sappuda porom  Sweet saputtu apdiye ethavthu karama (Viswasam) sappuduvom,Positive ,1
 Pazhaya Rajinikanth ah paatha feeling pa....,Positive ,1
 Maranam mass uh maranam Petta Athukku avar thaa poranthu varanum Thalaivar,Mixed_feelings ,2
 neraya neraya neraya neraya neraya what a  performance voice Vera level.,Positive ,1
 Ithan diwali fight..semme kartik..story value va hero value r nu..,Positive ,1
 Dhanush fans oru like potutu ponga,Positive ,1
 Pink !! But like for Ajith,Positive ,1
 Beginning of satyayuga end of kaliyuga,Positive ,1
 Dhanush sir ku Ella get up um set aagudhu,Positive ,1
 Inimal Sun Networkla Petta promo poda start panniduvaanga,Positive ,1
 neraya neraya neraya neraya neraya what a powerful voice.,Positive ,1
 thala dye adikkam irukanaalathan naama nimathiya irukkamudiythu.thala takkarudoi.....,Positive ,1
 Krish movie mask mathiri erukku pa....,Positive ,1
 Chiyaan vikram sir vera 11,Positive ,1
 Ethe maari ennamo Padam pathaa maatiye eruke 🤔🤔🤔,Positive ,1
 thala thanta thalaiya minja evanta,Positive ,1
 2.0 late a vanthalu latest  a vanthurukku,Positive ,1
 Thatha ku jodiya paatis Padam nalla irrukum pola,Mixed_feelings ,2
 1999 :padappa-vali now 2019 petta -viswasam,Mixed_feelings ,2
 Bigil satham ketta ella kaithiyum amaithithan,Negative ,0
 Confirm 1M likes varumnu soldravange like podunge machanzz,Positive ,1
 Happy new year  Thalaivar padam mass kata pothu,Positive ,1
 Thala Vera Level Maas  U1 Bgm Ultimate,Positive ,1
 Yenda thala enga thala ya vada dislike panni irukkenga,Mixed_feelings ,2
 Dai youtube trending la podu da,Negative ,0
 sam c.s vera level ya un bgm,Positive ,1
 Thala vera level n yuvan bgm semmeee...,Positive ,1
 Thala endru sollada thalai nimirndhu nillada .. vanthudaruda en Thala ippa vangada kena.................,Positive ,1
 Are u a virgin girls ??? Kani kazhiyama irukingala ???,Mixed_feelings ,2
 Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa,Positive ,1
 All the best Karthi and Lokesh kanakaraaj,Negative ,0
 Romba naaluku Aparam thalaivar...  Sema massa pakurom..... Get rajinified... .....,Positive ,1
 Indha aala ennadhan veruthaalum On screenla paakka solla indha aalu style la  vilundarom,Mixed_feelings ,2
 Enna Mari veetuku Theriyama ippa trailer parkuravanga Yaravadhu irukeengala,Positive ,1
 Mavena edhavadhu haters irundha odi poiru kola kandula irukkaen padam paakama vidamataen,Negative ,0
 Elam girls um trailer ah patha maari movie ya kandipaa parungaa....,Positive ,1
 3ena da 300 spartan s BGm la varuthu,Mixed_feelings ,2
 I am Kamal Sir Fanzz but i like  2.0 trailer.... waiting fr 2.0 Movie,Mixed_feelings ,2
 Vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam,Mixed_feelings ,2
 Viswasam Teaser vartum Nama Side la Irnthu Oru Sambavam Panuvom,Positive ,1
 Intha padatha pathe aakanum Thalaivaa aaaaaa.........,Positive ,1
 Kris’s movie pola irukkunu yaarukkavadu feel aahircha,Positive ,1
 Viswasam trailer 7k like  1.4 m  like thala fans like tha trailer,Negative ,0
 Ada dei nama sambatha da dei,Positive ,1
 Nvp voda recorda break pannanum solravanga..like pannunga,Mixed_feelings ,2
 Movie pathutan semma mass a irukku.... music la vera leval,Positive ,1
 Marana mass thala I am waiting🦁🦁🦁🦁🦁🦁🦁,Positive ,1
 Intha Padathula Gethu Mass Kaatra Thalaya nadikala! Intha Padathula Intha Naatoda Indraiya Unmaiya Solra Ajith Kumar ah nadichirkaaru! #StopWomenAbuse,Positive ,1
 Vayase aagala pa.. ena effort chanceless.. 🤙,Positive ,1
 Thala yada dialogue delivery sema mass Vera level  goosebumps overloaded,Positive ,1
 Gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuuu.....,Positive ,1
 Vaera level thala summa na podathiga mokka seenu eppa NAERKONDA PARVAI is coming soon,Positive ,1
 Vayasanalum unga style azhagum innum marala.... Thalaiva roxkzzzzzz,Positive ,1
 Matha actor la Vera level na Niii top level Thalaivaaa,Positive ,1
 Enna panna porom sweet sapda porom petta paraak,Positive ,1
 Dislike Pota Ealarum .... Lusu p___ 🤐,Negative ,0
 Vena padama release pannathinga pakka mudiyala,Positive ,1
 Thala bloods ellaarum oru like podunga,Positive ,1
 Real Rajnikant or dupe ?? Amazingly young !!!,Mixed_feelings ,2
 DEEPAVALI KU vera level Padam irukku !! Pakka !! KAITHI DEEPAVALI,Positive ,1
 aiyo #thala marana mass #thala love you so much #thala,Positive ,1
 Thla da . U1 bgm,Positive ,1
 Intha padampothu thalaya asaikka kooda mudiyathu,Positive ,1
 NKP 30 million views varum solravaga thala fans hit like button 2million like,Positive ,1
 subscribe here enjoy ...gari maya ra sath dinu hola nogen,not-Tamil ,2
 Inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga,Mixed_feelings ,2
 Super super super super star rajini sri good.....,Positive ,1
 Mind blowing  Ipo paarunga therikka vitudalam,Negative ,0
 Idhupola vetradhu kuthradhulam pls kaamikadhinga screen la... padatha paathuthaan paadhi samudhayam kedudhu.... all the best for the team....,Mixed_feelings ,2
 Semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala,Positive ,1
 king of kollywood one & only Thala Thala Thala Thala Thala Thala Thala,Positive ,1
 Marana masss thalaiva Hollywood deractor la vaya polaka poranugga,Mixed_feelings ,2
 Thala mass! But court room perusa irundhurkalam.,Positive ,1
 You kena tunggu lebih lama lagi... untuk tahu saya...,not-Tamil ,2
 Idhu  padam da ommla enna padam da i saw 2 shows back to back vera level,Negative ,0
 Pakkaaa message pola...Thalaivaaa we are waiting,Positive ,1
 Thalapathy kku Evlo Massss irukka pootho #Thalapathy64  #Lokeshkanagaraj,unknown_state ,2
 Tamil nadimarke oru puthiya velluvilliakkumooo manju chechiudea puthiya entry,Positive ,1
 Nammaku tevaiyanada namma taan adichi vaanganum; Padipa mattum nammakitta irundu edutuka mudiyathu,Positive ,1
 Ennayya..namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth..,Positive ,1
 Last dailog புரிஞ்சா inga like podunga,Positive ,1
 Super star is super star v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v v.v nice trailer I really love it,Negative ,0
 1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam,Negative ,0
 Naanum thalavar rasigan than enakku Akshaya Kumar performance than pudichi irukku ....thalavara dummy ah aakitanaga...ama vai illa ya,Negative ,0
 You tube crash ho gaya kitna time ho gaya hai bhut sahi,not-Tamil ,2
 Vera Level #SK Bro... Keep Going Huge..,Positive ,1
 Oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa,Positive ,1
 last dialague semma.... rasikanuku advice pannitaru thala super thala,Positive ,1
 Super pa... Thalapadhy rasigar saarba vaalthukal,Positive ,1
 Thala Ena Thala ketta mass ah irukiyae,Positive ,1
 Thambi naanga 19 hourslaya 11M neenga yaaru da komali,Mixed_feelings ,2
 Appo Kabalieee... Na Nerupuda  Eppo robot na chitti 2.O version,Positive ,1
 Waiting 1m likes and 15m views,Positive ,1
 Vayasu analum unga style um alagum innum ungala vitu pogala....old time rajni ah pakaramariye iruku...,Positive ,1
 Kaithi thane daw. Intha Diwali ku,unknown_state ,2
 Ada aamaigala 1m like kooda varlaya aamai Ajith,Mixed_feelings ,2
 Realy trailer marana massa iruku iam waiting petta,Negative ,0
 You're line line line ithu mari Neriya  Neriya Neriya Neriya padatthula irukum pola iam waiting,Positive ,1
 Simion sir enga irrukinga.  Sekiram vanga.,Positive ,1
 Wow 10  millóns views,Positive ,1
 Back to Back Super blockbuster Movies......... First   2.0   then Petta Rajnikanth is just Amaaaaaaazing,Positive ,1
 எத்தன HATTERS dislike pannunalum asuran movie kku award confirm by:PURE DHANUSH ANNA FAN,Positive ,1
 Dislike pannravan ratham kakkai saavan 🤣,Positive ,1
 தல i am waiting for nerkoonda paarvai,Positive ,1
 Vijay -vera vera vera vetakaran taan da venumm Ajith- nerya nerya nerya nerya ....nerya,Positive ,1
 Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga,Negative ,0
 Dislike panavan oruthanuku poruthuruka maatan poogada ****************,Positive ,1
 Dei kadisiya style dance ah parunga da... Ayyo sema... Thalaiva cuteness charisma fight sequel banged comeback...,Positive ,1
 Darbat 50K COMMENT VARANUM 800K LIKE VARANUM VIEW 40 MILLION VARANUM,unknown_state ,2
 Shaktiman madri next comedy punda aga poren sakadai kelavan,Negative ,0
 Thalaya screen LA parka Yarellam Marana waiting comment pannunga thala rathangale ‍‍‍‍‍‍‍,Positive ,1
 Vada Chennai - jaygiromo illayo motha sanda seiyanum Asuran - namaku theva yanatha nambha tha adichi vanganum,Positive ,1
 Wow trailer marana waiting Diwali ku,unknown_state ,2
 Entha trailer best nu Pakalam  Like : Asuran   Cmnt: Kaapan,Positive ,1
 Comments parka vandha padika vandha nanba nanbigal like pannitu pooga,Positive ,1
 Thala thaan eppavume ennudaya role maadal,Positive ,1
 @0.38 it's SuperStar Rajini not Rajni... Spelling mistake !!,Positive ,1
 Remake of pink movie ah... Apdiye eduthurukeenga... Oru dialogue kooda maarama... But fight scene extra va...,Positive ,1
 Neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta  punda,Negative ,0
 Eduthu vainga Da adutha Oscar ah ASURAN Ku.,Positive ,1
 I miss you ishwarya rai madam,Mixed_feelings ,2
 Mass  Dhanush  manju  vetri,Positive ,1
 Thalaivaaaaaaa.......  Ungaluku vayase aaakathu. Nee mattum thaa Thlaiva mass. Massuke Boss.,Positive ,1
 THALA 6O ku aavathu atleast pre announcement pannunga,Positive ,1
 Aptilam nadakkathu nadakka kudathu fire on eyes thala,Positive ,1
 Amam eppa puthu trailer poduvingo. .. 1960 mgr kala thu padama. .. Re release panna poran gala. ..,Negative ,0
 Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz,Positive ,1
 Entha padathalaum vivazya pirachana solraga pola oh my God,unknown_state ,2
 Kaithi ye evlo mass ah iruku na  Thalapathy 64?,Positive ,1
 adra sakka... thalaivaa ... marana mass.. adi thool.... Petta Pongal...... Petta Parrakk.....,Mixed_feelings ,2
 Maranam Mass Uh maranam Tough Tharanum Athukku Avan Thaaan poranthu Varanum,Positive ,1
 1:55 for some #THALA & #THALAPATHY fans,Positive ,1
 Please make thalapathy 64 like kaithi visuals,Positive ,1
 Nothing to say ....just goosebumps #thalarasigai,Positive ,1
 Mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga....,Positive ,1
 1:38 to 1:50 yenna swag pa thala. Thala pola varuma ? FDFS from Karnataka.,Positive ,1
 Enada tamil cinema eduka sonna Hollywood cinema eduthu vachirkinga,Positive ,1
" Saavaratha irunthalum sanda pottu saaganum, bayanthu kaalla vizhunthu saaga kudathu. #Tharam",Positive ,1
 మొబైల్స్ మాత్రమే అలా హఠాత్తుగా మాయం అవడం ప్రేక్షకుల మనసులోకి నొప్పేలా లేదు.ఈ విషయంలో మెస్మరైజ్ మిస్సయ్యింది.,not-Tamil ,2
 Sethu anna Voice  Thalaivar Entry   Kolla Gaandu la irukan Epo varum oh nu,Positive ,1
 Marana mass thalaiva   Ungalukku innu vayasu agale,Positive ,1
 Intha padam kantippa win pannum but rajinikaga illa Shankar kaga  avaroda talent kaga ...,Positive ,1
 Oru oru scenum goosebumps ahh iruku petta parak🤘🤘like podunga trailer pathu goosebumps anuvanga,Positive ,1
 Vijaya vallu movies teesthunnaraa inkaa wow,unknown_state ,2
 #NerKondaPaarvai superb Thala pesura yella dialogues kum avar kan simtave ella vera level acting,Positive ,1
 petta movie atta flop old man sotta boy,Negative ,0
 Ena Da bomma Padam eduthu vachirukeenga,Mixed_feelings ,2
 Semma vera level . Like hits,Positive ,1
 pink movie in hindi .final dialouge superrrr.,Positive ,1
 chinna pulla thanamaala irukku graphics! XD XD,Positive ,1
 Rajini sir telugu fans hit a like here ? Rajinified,Positive ,1
" O my God superstar Rajinikanth, navajuddin siddiki, vijay setupati , what else needed",Positive ,1
 Marvel paruppu thanni+DC uppu+tamil masala + kick kadugu + krissh vengayam thakkali = hero sambar,Positive ,1
 Bayama irukku I except more but I feel sad :(,Positive ,1
 Sethupathi kaga wait panravangalam Kai thoongunga,unknown_state ,2
 TAMIL MOVIE 2.O  KING IN INDIA   WONDER  SUPER STAR AN  SANKAR'S MASS MOVIE,Positive ,1
 1st day 1st show poravanga like potuttu ponga,Positive ,1
 Sprb shradha srinath done a good job,Positive ,1
 Ennoda phone ah yaaralum control panna mudiyadhu... Akshay Kumar ah tension aayiduvan idhu hang aguradha paathu...,Mixed_feelings ,2
 Rajini kanth. Fans hit like here,Positive ,1
 Kola gaadula iruka... Thalaivaaaaaaaa waiting layea veri aaguthey,Negative ,0
 Get... Ready..sk. Force.. Part 2. Part 3. Varavaipomaaaaaa...,Negative ,0
 Omg .. use head phones Enna bgm da saami ..,Positive ,1
 Petta  uthikum visvasam hit agum,Mixed_feelings ,2
 ENPT release agalanu kavala illa aurathanamana Asuran varuthu adhu pothum...,Positive ,1
 Those VFX Nalla illa daaaw guys.. Idhu trailer dhaan maa Main picture is coming  #2.0 #Marana_Mass,Mixed_feelings ,2
 vera level thala  u r rock,Positive ,1
 Lokesh kanagaraj movie naalae.... English Rap....Song vandurum,Negative ,0
 What a trailer ya vera level la iruku...yow karthi subburaj pinnida ya awesome awesome,Positive ,1
 Thalada all India  Thala kottai,Positive ,1
 Indha Kalatholo Siva Karthikeyan Nadike Mudiyadhu,Mixed_feelings ,2
 Evano indha video ku dislike button amuka vandhurundha odiru 🤣 kolaa kaandu la irukan kollama vida matan,Negative ,0
 Mujhe kuch samajh sirf VFX tu achh hai hai Lekin utna dam nahi jitna zero ka trailer me hai,Mixed_feelings ,2
 Title card bgm vara level nu soluravuga like pl,Positive ,1
 Rijini sir nadichirukaru Rompa nalaiku piragu.. sema treatuuuuu,Positive ,1
 Thala nkp kaga wait panravan like panunga,Mixed_feelings ,2
 Climax la judge kathiyeh heart attack shethuduvaaraah,Positive ,1
 Samajh mai kuch  nahii aaya bas ajeet sir k liye poora trailer dekha,not-Tamil ,2
 Mokka palaya film sayal niraya irukku....,Negative ,0
 Mokka ah irukkum nu confirn pannittenga,Positive ,1
 12hours 5m view s  600k like s NKP,Positive ,1
 Thala   U1  Bgm,Positive ,1
 Surya thambi karthi poii karthi oda anna tha surya airuchuu,Positive ,1
 Now you are lying lying lying. Thala mass,Positive ,1
 Namaku thevayanathu nammatha adichi vaanganum...  masssssssss,Positive ,1
" Deepawali kala katta pothu, bigil, kaithi, sanga thamizhan",Positive ,1
 Common thala fans 1m likes varanum,Positive ,1
 Yeppo million like aagum nu pakka wait pannittu irruka .,Positive ,1
